id,ACTION
1,0.9007078156789821
2,0.99
3,0.9975
4,0.9997916666666667
5,1
6,1
7,0.9962004658385094
8,0.9908333333333332
9,0.951201856358321
10,0.9923551298686653
11,0.8664776578223506
12,0.9994035531236806
13,0.9490651593069203
14,0.9572934141546527
15,0.9645637115863134
16,0.9562868716931219
17,0.9116903559403561
18,0.9834826819299891
19,0.9968290960451976
20,0.9900699096880132
21,0.9974986702721729
22,0.999375
23,0.9859821428571429
24,0.9880404849066946
25,0.9975
26,0.9077024642024644
27,0.9468908730158729
28,0.9747446456199209
29,0.9855145021645021
30,0.9402455868655533
31,0.9963022164933212
32,0.9945833333333333
33,0.9966666666666667
34,0.9883228629329404
35,0.9822247082588431
36,1
37,0.9800833333333333
38,0.9925811688311689
39,0.9715925085875243
40,0.9386941985479883
41,0.9730656814449918
42,0.9884107142857141
43,0.9980859662196414
44,0.9986546393857715
45,0.9924193548387098
46,0.9738516181686915
47,0.9975
48,0.9937531256622165
49,0.9975
50,0.9429012445887446
51,0.9454265306815259
52,0.9994851847008056
53,0.989557796145256
54,0.9992857142857143
55,0.9467857142857145
56,0.9860598396038349
57,0.9866260831466889
58,0.9992857142857143
59,0.9760742443702215
60,0.9278511904761904
61,1
62,0.9709408294324483
63,0.9775149352813414
64,0.995
65,0.9966071428571428
66,0.98125
67,0.9332559523809525
68,0.9983333333333333
69,0.9687979049532883
70,0.5744407617929245
71,0.9733823859089881
72,0.9923511904761905
73,1
74,0.9927221302132015
75,0.9841964285714286
76,1
77,0.9870773809523812
78,0.8098619846360323
79,0.4790526695526697
80,0.9843741465884598
81,0.9851130952380953
82,0.9957997557688888
83,0.9628333333333334
84,0.9885146520146522
85,0.9988744239631336
86,0.969224143756451
87,0.995
88,0.9921576614159899
89,0.9974970657276995
90,0.8098769841269842
91,0.9959583333333333
92,0.6338874805749805
93,0.9972916666666667
94,0.9457309988752839
95,0.9765032290694055
96,0.9651781184501773
97,0.4643409707085282
98,0.9189282578532578
99,1
100,0.9858333333333335
101,0.89654115692947
102,0.7990906385281384
103,0.9920988861601507
104,0.9833096844617591
105,0.5459666434205908
106,0.9919603174603175
107,0.9909523809523809
108,0.9832037235716728
109,0.9999462365591398
110,0.9438056169209728
111,0.7103638118836539
112,0.9930952380952381
113,0.9509362194593848
114,0.9731148989898989
115,0.9845418565352776
116,0.9822040575825572
117,0.9864424674088755
118,0.9981666666666666
119,0.9980000000000001
120,0.99203491052769055
121,0.8770573593073595
122,0.9913055789359276
123,0.9998760330578513
124,0.9511461038961039
125,0.999375
126,0.9654813721879972
127,0.9599867517539934
128,0.904923271173271
129,0.9810238095238097
130,0.828467352092352
131,0.9986652542372881
132,0.9924462365591399
133,0.9664189897040599
134,0.9770018037518038
135,0.99625
136,0.9814319636420257
137,0.9943927639334369
138,0.9938328619813995
139,0.8189953102453105
140,0.999375
141,0.978149854331534
142,0.9559603174603175
143,0.99875
144,0.9795654761904761
145,0.99884375
146,0.6463873772221931
147,0.962391584219219
148,0.9697413629255736
149,1
150,0.995
151,0.99375
152,0.7063680673191542
153,0.9992390655321689
154,0.9885622339326916
155,0.9923393113079064
156,0.9579689232278064
157,0.9438249613665478
158,0.9925
159,0.7694734848484848
160,0.9949047619047618
161,0.854969198051657
162,0.9983333333333334
163,0.993625
164,0.9622358829167914
165,0.9972378849637681
166,0.9760416666666667
167,0.9523045739624014
168,0.9314009223291794
169,0.9331428571428572
170,0.9928333333333333
171,0.99
172,0.9816785714285714
173,0.9915756054660853
174,0.9877893772893772
175,0.987202380952381
176,0.999375
177,0.9207623598320305
178,0.9988440860215054
179,0.9922299187819938
180,0.9832903937430284
181,0.8178876772497632
182,0.9623463203463203
183,0.8910389177177077
184,0.7093888027137273
185,0.9952562929061785
186,0.966981180926496
187,1
188,0.9741751991897882
189,0.6014463888657847
190,0.988358193277311
191,1
192,0.9727425123895714
193,0.9998888888888889
194,0.9812863756613757
195,0.9978778677462888
196,1
197,0.9967857142857143
198,0.9895172954231726
199,0.9952562929061785
200,0.4937660453687321
201,0.9729940476190475
202,0.8973674449045965
203,0.9826901427838588
204,0.9695186378448958
205,0.8959146825396825
206,0.9897916666666666
207,0.9939137387388027
208,0.9624096564133047
209,0.6376457431457431
210,0.6724073331227812
211,0.9286965028435619
212,0.9121827442317132
213,0.9971428571428572
214,0.9944166666666667
215,0.9841653369388397
216,0.9527529951902706
217,0.9920010614385614
218,0.9848273809523811
219,0.9998387096774194
220,0.9962755888221788
221,0.6824841269841267
222,1
223,0.9963333333333333
224,0.9842433134334315
225,0.9942329749103942
226,0.6156134945411398
227,0.9362012406565663
228,0.9937309674464161
229,0.999375
230,0.9843914773646779
231,0.9522449561290028
232,0.7933191262749569
233,0.937269795794572
234,0.3034910243265507
235,0.986794703679827
236,0.6651663712598532
237,0.9934095423457581
238,0.950768100118881
239,0.925296971578291
240,0.9992677683226465
241,0.987922408773292
242,0.7956665429127553
243,0.30953312659562676
244,0.9809219998035263
245,0.9891374886928992
246,0.9669916024421421
247,0.9591346528577985
248,0.9903617216117216
249,0.9883154761904762
250,0.982406410778272
251,0.9358780885780889
252,0.6117949134199133
253,0.9724583333333332
254,0.9970833333333333
255,1
256,0.9671044993494655
257,0.991625
258,0.8873455699716547
259,0.9959821428571429
260,1
261,0.9843544642857143
262,0.9889285714285714
263,0.9949107142857143
264,1
265,0.9941666666666665
266,0.9612102516513998
267,0.9916166015226717
268,0.9895833333333333
269,0.9920238095238095
270,0.9960652776322305
271,0.9812750695478012
272,0.9352857142857143
273,1
274,0.37321967199467193
275,0.995
276,0.9542499999999999
277,0.954297619047619
278,0.9938095238095238
279,0.9381130952380949
280,0.982370481720792
281,1
282,0.9879166666666667
283,0.9875
284,0.9404046788629958
285,0.9971666666666666
286,0.9353879452661974
287,0.9969464285714287
288,0.993125
289,0.9975714285714286
290,0.9977083333333333
291,0.819261487383821
292,0.8299364018334608
293,0.9805357142857143
294,0.9691329365079366
295,0.9940079365079364
296,0.2881141416850948
297,0.5594498208725648
298,0.9760541626415844
299,0.8999163704250474
300,0.9935416666666665
301,0.9311845238095239
302,1
303,0.7664520234003104
304,0.8954529370979166
305,0.9961249999999999
306,0.9958233072101073
307,0.9988744239631336
308,0.9992857142857143
309,0.9903643162393163
310,0.9859941724941725
311,0.993
312,0.9693690476190477
313,0.9994935889491952
314,0.9705416666666666
315,0.9609166666666666
316,0.999375
317,0.887298465134278
318,0.9983905948609813
319,0.9795132876791247
320,0.9991293203196324
321,0.9840773809523808
322,0.3407499979158864
323,1
324,0.974186974789916
325,0.9922916666666666
326,0.7484748168498168
327,0.996152543193733
328,0.9994464399262788
329,0.9811607142857142
330,0.96304137120191
331,1
332,1
333,0.9795416666666666
334,0.97746857207439
335,0.995
336,0.9253037975496025
337,0.9974107142857143
338,0.9895094322344322
339,0.9983388157894737
340,0.9482496831164443
341,0.9809497131512824
342,0.9729048176701295
343,0.8742581168831169
344,1
345,0.9764940476190475
346,0.9207007939343079
347,0.9893289897039899
348,0.9763035714285714
349,0.9848033126293996
350,0.7988264024095189
351,0.9876513002928443
352,0.9979727052895361
353,0.987770930840496
354,0.4433007195273988
355,0.9651415046218544
356,0.9997368421052631
357,0.9544021233225295
358,0.987327380952381
359,0.9834997899952883
360,0.5552281746031749
361,0.9924230769230769
362,0.9865383690643157
363,0.9959348056353835
364,0.8740565503506107
365,0.9992857142857143
366,0.994107142857143
367,0.9884761904761905
368,0.9970833333333333
369,0.9834966305191276
370,0.9999462365591398
371,0.9973333333333333
372,0.9682380952380953
373,0.9245123753561253
374,0.34452839105339117
375,0.9888432145811177
376,0.9839267598343687
377,0.5003924734248341
378,0.9917857142857143
379,0.9978571428571428
380,0.8162659870436353
381,0.7778255329777031
382,0.9985935511941314
383,0.9914930474741794
384,0.882822582972583
385,0.8619821428571428
386,0.9965714285714286
387,0.7864891483964065
388,0.8874457833832836
389,0.9989492753623189
390,0.9865
391,0.9842500000000001
392,0.9749166666666668
393,0.9717269169506111
394,1
395,0.948339803685815
396,0.9920713836223043
397,0.9985714285714287
398,0.9991666666666668
399,0.9920238095238096
400,0.9890238095238095
401,0.9780649994196421
402,0.9848219696969697
403,0.9957082182222742
404,0.8598708406540887
405,0.9958333333333332
406,0.9601625457875457
407,0.9492351111598032
408,0.9889821428571429
409,0.9865
410,0.9991176470588234
411,1
412,0.8274735252242051
413,0.943478742609279
414,0.988055230288837
415,0.9863928571428573
416,0.9456220166673482
417,0.9990000000000001
418,0.995
419,0.9279204545454547
420,0.9942641025641025
421,0.9999759615384616
422,0.994375
423,0.9885648148148148
424,0.8949383847373562
425,0.994375
426,0.99984375
427,0.9747805853566726
428,0.9823391288579635
429,0.8592440476190474
430,1
431,1
432,0.8366699414091656
433,0.9849406369874376
434,0.9836126027584445
435,0.965297619047619
436,0.9982857142857143
437,0.9345339806785441
